from,to,value,type,lng1,lat1,lng2,lat2
株洲,吉安,0.77,move_out,113.131695,27.827433,114.992039,27.113848
株洲,萍乡,3.89,move_in,113.131695,27.827433,113.859917,27.639544
株洲,广州,1.24,move_in,113.131695,27.827433,113.30765,23.120049
株洲,宜春,1.18,move_in,113.131695,27.827433,114.400039,27.81113
株洲,深圳,1.03,move_in,113.131695,27.827433,114.025974,22.546054
株洲,武汉,0.96,move_in,113.131695,27.827433,114.3162,30.581084
株洲,荆州,0.88,move_in,113.131695,27.827433,112.241866,30.332591
株洲,吉安,0.83,move_in,113.131695,27.827433,114.992039,27.113848
株洲,南昌,0.48,move_in,113.131695,27.827433,115.893528,28.689578
株洲,东莞,0.44,move_in,113.131695,27.827433,113.763434,23.043024
株洲,重庆,0.43,move_in,113.131695,27.827433,106.530635,29.544606
盐城,上海,18.93,move_out,120.148872,33.379862,121.487899,31.249162
盐城,杭州,1.12,move_out,120.148872,33.379862,120.219375,30.259244
盐城,北京,0.86,move_out,120.148872,33.379862,116.395645,39.929986
盐城,嘉兴,0.64,move_out,120.148872,33.379862,120.760428,30.773992
盐城,宁波,0.52,move_out,120.148872,33.379862,121.579006,29.885259
盐城,青岛,0.45,move_out,120.148872,33.379862,120.384428,36.105215
盐城,临沂,0.45,move_out,120.148872,33.379862,118.340768,35.072409
盐城,合肥,0.36,move_out,120.148872,33.379862,117.282699,31.866942
盐城,湖州,0.3,move_out,120.148872,33.379862,120.137243,30.877925
盐城,济南,0.29,move_out,120.148872,33.379862,117.024967,36.682785
盐城,上海,7.42,move_in,120.148872,33.379862,121.487899,31.249162
盐城,临沂,1.29,move_in,120.148872,33.379862,118.340768,35.072409
